news_article,label
"Man charged with reckless driving that caused three deaths
Source:New Straits Times
KOTA TINGGI, Fri. - The factory bus driver whose vehicle rammed into the
back of another bus on Tuesday near Bandar Seri Perani here, was today
charged with reckless driving that ended in killing three passengers.
Shamsul Annuar Katiman, 31, claimed trial before magistrate Amran Jantan
today to the offence under the Road Transport Act 1987.
The offence is punishable with a jail term of up to 10 years and a
maximum fine of RM10,000.
He was charged with driving recklessly and causing the deaths of three
passengers in the collision involving two factory buses at an intersection
near Bandar Seri Peranit about 5.50am.
Prosecuting officer Chief Inspector Rasdi Ariffin requested that bail be
set at RM10,000 in one surety which Amran granted.
He also ordered the bus driver to surrender his driver's licence to the
court and fixed June 7 for mention.
Shamsul Annuar posted bail.
The accident made headlines in local dailies when three factory workers
died after the bus driven by Shamsul Annuar rammed into the back of
another factory bus which was picking up passengers at a bus stop near
Bandar Seri Perani.
Newspaper articles reported that one of Shamsul Annuar's passengers -
24-year-old Erwina Ahmad of Felda Lok Heng - died on the spot as a result
of the collision as she was seated near the front door of the bus.
Zalina Mohd Noh and Salina Tohit of Felda Bandar Easter - both 21 - who
were in the other bus also lost their lives in the accident.
(END)  Source : New Straits Times
",traffic
"Reckless driving: 3 charged
Source:New Straits Times
SLIM RIVER, Mon. - Three motor workshop employees nabbed by Bukit Aman
Federal traffic police chief Senior Assistant Commissioner II Ahmad
Baharin Idrus were charged in the magistrate's court today with reckless
and dangerous driving.
Ahmad Baharin was conducting a traffic operation along the North-South
Expressway at the time.
Gan Kok Hoe, 19, Lim Hock Seng, 47, and Then Sin Meng 27, pleaded not
guilty to committing the offence at Km376 of the expressway about 4.40pm
on Dec 31.
The three, from Jinjang in the Federal Territory, were charged under the
Road Transport Act 1987.
First-time offenders under the Act can be fined between RM5,000 and
RM15,000 and jailed up to five years.
The magistrate is also empowered to endorse the driving licence of
guilty motorists up to two years.
At the time of the alleged offence Gan was driving a car bearing
registration number WHT 9723; Lim in car number WEL 4250; and Then in
vehicle number WHD 7281.
Prosecuting officer Chief Inspector Mohktar Othman asked for bail to be
set at RM15,000 each due to the seriousness of the offence. Counsel
Manmohan Singh Gill, who appeared for the three, suggested RM5,000 each.
Magistrate Mazlan Yahya fixed bail at RM7,000 each.
(END)  Source : New Straits Times
",traffic
"Army man dies as speeding bus crashes into railing
SEREMBAN: One person was killed and 16 others injured when the express
bus they were travelling in crashed into safety railings and overturned
at Km265.1 of the North-South Expressway yesterday morning.
The bus was carrying 27 passengers en route from Johor Baru to Kuala
Lumpur when the incident occurred near the Seremban toll at 3.45am.
Investigations revealed that as many as 52 summonses had been issued
against the bus company since 2004, and that driver recklessness could
have been a factor in the accident.
Mohd Arshad Razali, 23, from Kota Tinggi, Johor, an armed forces
personnel attached to an army camp in Kuching died at the scene from
injuries to the head and body.
Among the 16 injured passengers rushed to the Tuanku Ja'afar Hospital
here was Arshad's fiancee, Juliana Ahmad, from Ulu Tiram, Johor.
Juliana, in her 20s, underwent surgery and is reported to be in stable
condition.
State Traffic chief assistant superintendent Abdul Halil Hamzah said
the incident was believed to have occurred when the 23-year-old driver,
who had only obtained his licence three months ago, lost control of the
vehicle, which then crashed into safety railings before turning turtle by
the side of the expressway.
""Some of the injured were pinned to their seats before being rescued by
firemen.""
One passenger, identified only as Yusof, 35, said the incident occurred
so fast that everyone was screaming, and before he knew it the bus had
overturned.
""I did notice that the bus was travelling rather fast,"" he said.
Another passenger who escaped with minor injuries, Fauzi Astaman, 44,
said he had felt uneasy when the bus began speeding, and at certain
points even held his son's hand.
""We were worried and could not sleep. I am thankful that we did not, as
we were able to react faster and hold on to our seats when the incident
occurred,"" he said.
""Those who were asleep were thrown from their seats,"" he added.
(END) Source : New Straits Times
",traffic
"Police say car driver was speeding through ferry
Source:New Straits Times
BUTTERWORTH, Sat. - Police said preliminary investigations into the
incident where a car plunged into the sea after boarding a ferry early
today showed that the driver had driven at high speed when boarding the
ferry and rammed the vehicle into the ferry's two-leaf metallic gates,
forcing it ajar.
In the incident, Calvin Chong Wei Hong, 25, drowned after the Perodua
Kancil he was driving plunged into the sea while he was boarding the Pulau
Undan vehicular-cum passenger ferry at 12.25am.
""The impact of the collision forced the gates to open after the hinges
of one of the gate's leaf gave way,"" said a police spokesman.
""For the moment, we have classified the case as reckless driving and
will pursue our investigations as provided under Section 41 of the Road
Transport Act 1974,"" he added.
Meanwhile, Penang Port Sdn Bhd public relations manager Jenny Khoo said,
despite the incident, ferry operations had not been disrupted.
""Although the ferry Pulau Undan was taken off service to facilitate
investigations, we are back to operating five ferries as at 1pm,"" she
added.
Meanwhile, fisherman Abdul Latiff Abdullah, 30, who saw the incident off
the Sultan Abdul Halim ferry terminal here early today, claimed he and two
friends tried in vain to winch up the vehicle with their boat's anchor.
Abdul Latiff said they only managed to hook the car with the anchor for
about 15 minutes before it sank to the seabed.
Abdul Latiff claimed they waved their torch lights towards a few PPSB
workers at the ferry terminal for help, but to no avail.
Member of Parliament for Bagan, Lim Hock Seng, who was at the scene
during the search and rescue operation, urged Transport Minister Datuk
Seri Dr Ling Liong Sik to set up a contingency plan for PPSB in the light
of the incident.
""I wonder why it took them more than 12 hours to start searching for the
wreckage and victim.
""As far as I know, the PPSB has no contingency plans for such incidents
even after the jetty tragedy in 1988.
""This time it involved one car. What if a tanker or a ferry full of
passengers and vehicles capsizes? Do we have any special units or plans to
save the survivors?""
In the jetty tragedy on July 31, 1988, 32 people were killed while about
1,700 others were injured when the passenger platform of the top deck of
the ferry terminal they were standing on collapsed.
(END)  Source : New Straits Times
",traffic
"Student, clerk charged with reckless driving
Source:New Straits Times
KUALA LUMPUR, Thurs. - A university student and despatch clerk who rammed
into two traffic policemen while speeding on their motorcycles in two
separate incidents here on Sunday, were charged today with reckless and
dangerous driving.
Universiti Teknologi Malaysia student Azuwan Dol, 19, of Jalan Raja
Alang, Kampung Baru, was sentenced by the magistrate's court to seven
days' jail and fined RM4,000 or four months' jail for riding his
motorcycle recklessly.
Azuwan, a second year student, pleaded guilty to committing the offence
at Jalan Semarang, about 6.15pm, on Sunday.
Magistrate Wan Liza Mohd Amin @ Fahmy ordered his jail sentence to begin
from the date of his arrest on Sunday and his licence be suspended for 18
months.
The facts stated that Azuwan was speeding from Jalan Raja Laut to Jalan
Tuanku Abdul Rahman and overtaking other vehicles. He had also failed to
stop at the red light of a pedestrian crossing.
When police officer Mustaffa Koyati, of the Jalan Tun H.S. Lee traffic
police division, signalled him to stop Azuwan accelerated and rammed into
him, knocking him down.
He was then arrested by other policemen nearby.
In mitigation, Azuwan asked not to be jailed as it would mar his future
as a university student.
He asked for leniency, saying he was about to sit his examinations on
Monday.
Prosecuting officer Chief Inspector Cheah Chee Chung, however, said
Azuwan's sentence should serve as a reminder to potential offenders and
pressed for a deterrent sentence since the officer suffered injuries.
Earlier, despatch clerk Nor Hanizam A. Halip, 20, of Kem Wardieburn,
Jalan Genting Klang, pleaded guilty to committing the same offence at
Jalan Isfahan, at 6.50pm, on Sunday.
He was sentenced to 10 days' jail beginning from the date of his arrest
on Sunday and fined RM6,500 or 12 months' jail.
Nor Hanizam was also fined RM600 or sentenced to one month's jail after
he pleaded guilty to riding a motorcycle although his licence had been
suspended for a year by the magistrate's court since June 24 last year.
He was then fined an additional RM300 or two weeks' jail for riding his
motorcycle without an insurance policy.
Magistrate Sayani Mohd Nor also ordered his licence to be suspended for
two years beginning today.
The facts stated that traffic police officer Lance Corporal Zubir Marjan
had spotted a group of motorcyclists heading towards him from Jalan Tuanku
Abdul Rahman while conducting an operation against illegal racing with
several officers at Jalan Isafahan, behind the Sogo building, on Sunday.
Having seen Zubir, the group sped towards Jalan Raja Laut and Nor
Hanizam subsequently rammed into Zubir, knocking him down.
Nor Hanizam was then arrested by the other officers.
In mitigation today, Nor Hanizam - who was fined RM4,000 or six months'
jail in the magistrate's court on June 24 last year for reckless and
dangerous riding and also had his licence suspended for a year - asked for
a lenient sentence.
He said he had unintentionally knocked down the police officer while
avoiding the traffic which was congested at that time.
Prosecuting officer Chief Inspector R. Kumares however, pressed for a
deterrent sentence as the officer was injured as a result of Nor Hanizam's
actions.
Kumares said the case which had been highlighted in the media, had
sparked off public interest and urged the court to impose a sentence which
would serve as a lesson to the others.
Both Azuwan and Nor Hanizam paid the fine.
They were charged under section 42 (1) of the Road Transport Act 1987
which carries a maximum sentence of three years' jail or RM6,000 fine or
both upon conviction. They may also have their licences suspended for a
minimum of one year from the date of conviction.
In the case of a subsequent offence, offenders can be fined up to
RM10,000 or jailed five years or both upon conviction.
In the same court later, Englishman Alexander Michael, 24, was fined
RM1,800 or one month's jail for driving under the influence of alcohol.
Michael, of Villa Putra Condo, Jalan Putra Ismail, pleaded guilty to
committing the offence at Jalan Tun Razak, about 3.35am, today.
His alcohol content reached 147mg in 100ml of blood. The permitted level
is 80mg of alcohol in 100ml of blood. Michael paid the fine.
(END)  Source : New Straits Times
",traffic
"30 days' jail and fine for reckless driving
Source:New Straits Times
KANGAR, Mon. - The magistrate's court today jailed a driver 30 days for
reckless driving, which resulted in him ploughing his 14-wheel trailer
into a group of Rakan Muda motoring expedition members two years ago.
Magistrate Faiz Dzaiyuddin also fined Zulkifli Omar RM7,000 or six
months' jail and suspended his driving licence for one year.
Zulkifli, 35, immediately notified the court through counsel Harmindar
Singh that he would appeal to the High Court.
Faiz ordered him to settle the fine today but stayed the order of
imprisonment.
The RM7,500 bail in one surety remains.
Zulkifli was charged with driving the trailer recklessly on the Kangar-
Alor Star trunk road about 12.30pm on Oct 19, 1996, causing the crash
which killed five expedition members.
The offence under section 41(1) of the Road Transport Act 1987 carries a
maximum jail term of five years or a fine of up to RM10,000 or both.
The victims were Mohamad Hafiz Yusof, 19, of Kepala Batas, Seberang
Prai; Reksut a/l Dinwichit, 24, of Baling, Kedah; Mohamad Azlan Awang
Kechik, 19, of Pinang Tunggal, Seberang Prai; and, Mohamad Azhar Abu
Bakar, 17, and Ahmad Fikri Daud, 20, both of Pantai Kamelong, Kepala
Batas, Seberang Prai.
The two-day expedition comprising 41 motorcycles was jointly organised
by the 4B Youth Movement of Padang Tembusu, Seberang Prai, and Perlis
Youth and Sports Department.
In pressing for a deterrent sentence, Deputy Public Prosecutor Abdul
Razak Musa referred to today's Press report quoting Works Minister Datuk
Seri S. Samy Vellu asking the Road Transport Department not to merely
suspend reckless drivers but to permanently bar them from driving.
The court should not develop a phobia against imposing a maximum
sentence if the situation warranted it, the DPP added.
He said that a clear signal must be sent to motorists, particularly
heavy vehicle drivers, to be more considerate of other road users, failing
which they would face court action.
In mitigation, Harmindar said Zulkifli had an unblemished record as a
driver and a custodial sentence would not be of any use.
He said Zulkifli, the sole breadwinner of a family with three young
children, aged between one and six, would have to find a new job if his
driving licence were suspended.
(END)  Source : New Straits Times
",traffic
"Speeding up processes through multi-tasking
YOU urgently need to do a company or business search but dread the
traffic and parking woes that a drive to the Companies Commission of
Malaysia (SSM) office would entail.
No problem. Just log on to SSM's e-Info services and the information
you need is just a click of the mouse away.
What's more, the image of the documents submitted for the company's
incorporation or for the business to be registered is also available for
you to view or print via e-Info image.
With e-Info mobile, this information can even be obtained using your
mobile phone.
And with the SMS information service, you can check if a company or
business is duly registered by just messaging 32202.
SSM also allows a business to be registered within an hour compared
with three days in the past.
It used to take five days to incorporate a company. Now it can be done
within a day.
A business registration certificate can be renewed within 15 minutes
compared with an hour in the past.
It took five days to get a company name approved, but now it takes only
24 hours.
These are part of the government's efforts to facilitate business
growth by improving the public delivery system.
SSM chief executive officer Abdul Karim Abdul Jalil said he was
encouraged to cut red tape and make things simpler for the business
community after the setting up of Pemudah (the special task force to
facilitate business).
With more than 1,400 transactions per day, how did he manage to improve
the delivery system?
""It started with a re-look at our processes and discovering gaps and
weaknesses. We then decided to re-engineer our internal processes.""
This, he said, was done by shortening processes. For instance, a
three-step process was shortened to one.
""Previously, when a document was submitted at our counters, it was
piled up with other applications until there was a sufficient number of
documents to be sent to the back and checked by another officer.
""The checked documents would then be sent to another officer to be
processed.
""We have now cut down these processes. The document is sent straight to
an officer to be processed and this is done at the counter,"" he said.
Other steps included empowering front-line officers to approve
applications for business registration renewals and procuring additional
hardware such as printers to ensure there was no queuing up for
printouts, thus further cutting delays.
A disclosure-based system was also adopted.
""This means we treat whatever information you provide us as genuine
until proven otherwise,"" said Karim.
But the most important change, he said, was altering the work culture
of his staff.
""Multi-tasking was introduced and teamwork became a priority. There was
no longer such a thing as 'my work' or 'your work'.
""Now everything is attributable to SSM as an organisation.
""Overall, the process was as complex as a corporate restructuring
exercise which required extensive evaluation, re-engineering, execution,
as well as monitoring and upgrading.""
Although these measures were in place, Karim said many still had the
wrong perception of the SSM.
""A foreign participant at a seminar recently said it took more than two
weeks to incorporate a company in Malaysia.
""Fortunately, an SSM official was present and he asked the participant
when he had tried to incorporate a company here.
""When the participant said it was in 1996, the SSM officer told him it
could now be done within a day.
""Despite the wide publicity given to this, the majority of people do
not know the improvements made,"" he said.
As of Jan 14, there were 801,595 incorporated companies and 3,547,862
businesses registered with the SSM.
Karim said SSM handled an average of 151 company and 736
business-related applications daily.
To make life easier for consumers, SSM has also made Pos Malaysia its
agent so that renewal of business licences can be done at post offices.
On Malaysia being ranked 24 out of 178 on the World Bank's ""Doing
Business"" survey, Karim said the ranking, although comparatively good,
was based on inaccurate information.
""Most of the information received by the World Bank was from
correspondents in the country who were not aware of what we had done.
""We have engaged the World Bank's representatives and provided them
with accurate information.
""We have also published booklets explaining the changes that have taken
place in the public delivery system.
""It's better for them to deal directly with us than with third
parties.""
He said although much had been achieved, there was still a lot more to
be done.
""We look forward to delivering more improvements to the public and the
country in the next few years.""
(END)  Source : New Straits Times
",traffic
"Reckless driving: Driver claims trial
Source:New Straits Times
KANGAR, Mon. - A lorry driver claimed trial in the magistrate's court
today to a charge of reckless driving which resulted in the death of a
family of three.
Saad Abdullah, 51, of Chuping, is charged with committing the offence at
Kampung Panggas, Km15.2 Jalan Bukit Keteri, at 10.50am, on March 1.
He was charged under section 41(1) of the Road Transport Act 1987, which
carries a jail term not exceeding five years or a fine not exceeding
RM10,000, or both.
Factory worker Abdul Razak Lateh, his wife Rohani Salleh, both 44, and
their daughter, Nurul Amira, who were in a car were killed in the
accident.
Magistrate Mohamad Najib Zakaria allowed Saad on a RM5,000 bail and
ordered him to engage a counsel within one week.
(END)  Source : New Straits Times
",traffic
"Motorcyclist seen speeding away
Source:New Straits Times
PETALING JAYA: A family of five perished in a fire which police believe
is a case of arson.
The victims were Leong Sun, 62, his wife Tan Lian Chee, 53, and three
children, Chew Choon, 14, Chiew Foong, 12, and Shuet Whey, 8. They were
believed to have died of smoke inhalation.
Five others who lived upstairs broke a window and jumped from the
double-storey house in Kampung Cempaka in the nick of time. The fire
broke out about 3am yesterday.
Police found a partially burnt towel dipped in kerosene outside the
house.
A neighbour, who woke up to the sound of breaking glass, said she saw a
motorcyclist speeding away from the house on Jalan PJU 1/30 about the
time the fire was spotted.
Police are interviewing family and friends to ascertain if arson was
indeed behind the blaze.
Christie Liew Ju Ann said she and her boyfriend Chow Chee Wai awoke to
shouts that a fire was raging.
Together with Chee Wai's parents Chow Wah and Chan Poh Yin, both 49,
and six-year-old brother Chow Mun Piew, they went downstairs where they
saw a huge fire.
""We knocked on the room door where the family of five was sleeping but
there was no answer. We even tried to break the door down but the intense
heat and smoke forced us to retreat upstairs.""
They then went into Chow Wah's bedroom, broke the window and jumped to
safety.
""We escaped in the nick of time as the bedroom went up in flames
moments after we jumped out of the window,"" Liew said.
Ong Sew Eng, whose double-storey house was also razed, said she had
been watching television when a firecracker-like sound startled her.
She came out to investigate and saw a motorcyclist speeding away.
Flames had also engulfed the entrance of the house next door.
""I started shouting that a fire had started to wake up my family.
Fortunately, we managed to get away,"" she sobbed, lamenting the loss of
her home of 23 years.
Ong, her husband and six children could not take anything from their
home as the flames razed it in minutes.
The Fire and Rescue Department received a call at 3.25am and a fire
engine arrived about three minutes later.
By 3.50am, the blaze had been extinguished but firemen had to wait more
than an hour for things to cool down before they found the bodies at
5.10am.
Four motorcycles and a car were also destroyed in the blaze.
Selangor assistant CID chief ACP Chee Cheng Wan said police had
recorded Ong's statement.
""Staff from both the Forensics and Chemistry departments went through
the ruins to look for clues.""
""All that was discovered was a towel which smelt of kerosene at the
entrance of the house. The case has been classified as arson,"" Chee said.
It has been learnt that the towel allegedly belonged to one of the
deceased. What is baffling is that the neighbour opposite Leong's house
did not hear any of the sounds Ong said she heard.
(END)  Source : New Straits Times
",traffic
"Acquitted: Man charged with reckless driving
Source:New Straits Times
TELUK INTAN, Wed. - The magistrate's court today acquitted a research
officer with the Malaysian Agricultural Research and Development Institute
on a charge of reckless driving which resulted in the death of a cyclist.
Magistrate V. Santhiran said the prosecution had failed to prove Mahd
Mah @ Mohd Noh Jalal @ Jalil was the driver of the car at the material
time.
Mahd Mah, 44, had beencharged with driving his Mercedes Benz in a
reckless manner at the 2.5km Jalan Changkat Petai, Langkap-Tapah road, at
about 6.30pm on July 4, 1994. The alleged recklessdriving was said to have
resulted in the death of one Hashim Sharif.
The charge was under section 41(1) of the Road Transport Act 1987 which
carries a maximum sentence of five years' jail or RM10,000 fine or both.
Defence counsel V.T. Singam had submitted that the prosecution failed to
adduce evidence as to who was the driver of the car at the time of the
accident.
""There was also no evidence that Hashim died due to the accident as the
medical report shows the cause of death as fracture of the cervical spine
which had no bearing to the accident,"" he said.
Singam said the post-mortem and the Road Transport Department's reports
should not be admitted as evidence as the prosecution had failed to comply
with the provisions of Section 399 of the Criminal Procedure Code which
requires that a copy of the documents be served on Mahd Mah not less than
10 clear days before the start of the trial.
He urged the court to expunge the evidence from the records as they were
inadmissible.
Prosecuting officer Chief Inspector Ishak Arshad submitted that the
prosecution had succeeded in proving the charge although Sgt Abdul Rahman
Mohd Kuncu could not remember the date he served the documents on Mahd
Mah.
(END)  Source : New Straits Times
",traffic
"Trial of bus driver for reckless driving postponed
Source:New Straits Times
KUALA LUMPUR, Wed. - The magistrate's court today postponed to June 22 the
trial of a tour bus driver charged with causing the deaths of three people
by reckless driving.
Magistrate Mohd Azari Harun allowed the postponement after an
application by prosecuting officer Chief Inspector Ramle Bakar.
Ramle told the court that some public witnesses who were to be present
were not in court and there was no proof the subpoena had been served.
Mohd Azari told the prosecution to ensure that the subpoenas were served
on the witnesses.
Thoo Eng Kee, 47, pleaded not guilty to causing the deaths of Abdul Aziz
Mahmud, 60, his wife Rokiah Yaakub, also 60, and their son Abdul Ghani,
42, by driving the bus in a dangerous manner.
He allegedly committed the offence at the traffic light junction of
Taman Selasih, Batu Caves, at 11.05am on Feb 22.
He is charged under section 41(1) of the Road Transport Act 1987 which
carries up to five years' jail or a maximum fine of RM10,000 or both.
(END)  Source : New Straits Times
",traffic
"Fined for reckless driving and having fake gun
Source:New Straits Times
BALIK PULAU, Tues. - A welder was fined RM3,000 or six months' jail by the
magistrate's court today when he pleaded guilty to reckless driving and
possessing an imitation pistol three months ago.
Ismadi Ishak, 24, admitted to driving his car in a negligent manner that
endangered the life of others at a police roadblock along the Bayan Lepas
coastal road at 3am on April 7.
He also admitted to possessing the imitation pistol in the car.
Ismadi was fined RM1,000 or three months' jail for the first offence and
RM2,000 or three months' jail for the second. Ismadi paid the fine.
In mitigation, K. Thangesvaran, who represented Ismadi, urged magistrate
Helmi Ghani to impose a lenient sentence as Ismadi was poor and only
recently married.
He said Ismadi knew about the imitation pistol as he got it after
playing a game at the Bukit Merah Laketown Resort in Perak, where he took
his family the day before.
Thangeswaran said Ismadi's younger sister had been playing with it and
had left it in the car where it was found by police.
At the Georgetown Sessions Court, a carpenter was sentenced to three
years' jail and ordered to be given two strokes of the rotan for
voluntarily causing grievous hurt to an insurance agent six months ago.
V. Devarajan, 35, was found guilty of hurting Kuldeep Singh with a
parang in front of Restoran Happy in Taman Pekaka at Jalan Sungai Dua at
2.25am on Jan 26.
(END)  Source : New Straits Times
",traffic
"Lorry driver pleads not guilty to reckless driving
Source:New Straits Times
KUALA SELANGOR, Fri. - A lorry driver, charged with reckless driving which
resulted in the deaths of a father and his 16-year-old daughter last
month, pleaded not guilty in the magistrate's court today.
Varathan Kannan, 37, of Taman Sri Wangi, Kapar, was alleged to have
driven recklessly and caused the deaths of Tan Xin Yi and her father Tan
Tang, 51, at Jalan Batang Berjuntai, Ijok, about 5.15pm on July 6.
The offence under the Road Transport Act 1987 carries a mandatory
imprisonment of not less than two weeks and a fine of not more than
RM10,000.
Magistrate S. Thangavelu set bail at RM3,000 in one surety pending
hearing on Oct 14. Inspector Azizi Mohd Yunus prosecuted.
(END)  Source : New Straits Times
",traffic
"Woman killed in hit-and-run accident
Source:New Straits Times
A 48-year-old woman was killed when the motorcycle on which she was riding
pillion with her husband was involved in an accident with a lorry at the
88km Jalan Lipis-Merapoh, near Kuala Lipis. Rabiah Ali of Merapoh, Kuala
Lipis, died of head injuries in the 7.30am incident. State Traffic and
Public Order chief Superintendent Baharuddin Sarbaini said Rabiah and her
husband, Hashim Daud, 48, were returning home from Gua Musang in Kelantan
when the accident occurred. ""The lorry driver sped off after the
incident,"" he said.
(END)  Source : New Straits Times
",traffic
"Duo charged with reckless driving
Source:New Straits Times
KUALA LUMPUR, Mon. - A surveyor and bus driver were charged separately in
the magistrate's court today with reckless driving causing the deaths of
two people in each case.
In the case involving the surveyor, the victims were a mother and son, a
Royal Malaysian Air Force personnel, who was to have been married
tomorrow.
Masrin Sarham, 39, claimed trial to driving in a dangerous and reckless
manner, causing the deaths of Mazrizan Abu Bakar, 24, and his mother Che
Wan Darus, 45, on the Middle Ring Road II near Taman Melati, Gombak here
about 5pm on Oct 3.
Magistrate Lim Kui Lee fixed Dec 20 for trial and ordered Masrin's
licence to be suspended until the trial ended.
She also fixed bail at RM10,000 in one surety.
Chief Inspector Jamaludin Osman prosecuted. Masrin was represented by S.
Alagendra and S.S. Dev.
The charge, under the Road Transport Act 1987 (amended 1999) carries a
mandatory jail term of not less than two years and not more than 10 years
and a minimum fine of RM5,000, but not exceeding RM20,000.
Masrin, of 5, Jln Bunga Raya, Kg Baru, Batu Caves, was driving a four-
wheel-drive pick-up.
Mazrizan and Che Wan were in a Volvo.
They died on the spot when the 4WD, which was on the other side of the
road, crashed into a divider before colliding with the Volvo.
In another case, a bus driver pleaded not guilty to a similar charge
over the death of two motorcyclists.
Roslan Hassan, 25, allegedly drove a bus in a dangerous and reckless
manner which caused the deaths of Saravana Chandariah, 19, and Abdul Aziz
Khalid Shaib, 27, at the Kg Abdullah Hukum traffic light junction at Jalan
Pantai Baru here about 5.30pm on Oct 5.
Magistrate Wan Fatimah Zaharah Wan Yussof fixed bail at RM7,000 in one
surety pending mention on Oct 31.
She also ordered Roslan's driving licence to be suspended until the
trial ended.
DSP Tan Kok Liang prosecuted. Roslan, of K2-0405 Subang Perdana, Good
Year Court 7, Petaling Jaya, was not represented.
In the accident, Saravana was riding the motorcycle while Abdul Aziz was
pillion rider.
The bus reportedly experienced brake failure as it approached the
junction, hitting the motorcycle and dragging it for several metres.
The bus went over the divider and rammed a taxi and a Perodua Kancil
before stopping at the railings of a bridge.
(END)  Source : New Straits Times
",traffic
"Hit-and-run case: Witnesses sought
Source:New Straits Times
KUALA LUMPUR, Wed. - Cheah Chee Hong left the house to buy aquarium fish
for his two-year-old daughter more than two weeks ago. All the little
girl knows is that ""daddy"" has not come back yet.
What her mother does not want to tell her is that Cheah was the victim
of a hit-and-run accident while riding a motorcycle along the Besraya
Highway and is still in a coma.
Doctors say he has a 50-50 chance of pulling through.
Cheah was believed to have been knocked down by a bus 300 metres from
the Salak Jaya toll plaza.
Police have told the family that since no witnesses have come forward,
there was little they could do.
Cheah's sister, See Wan, said the family learned about the accident at
7.30pm on Oct 23, about three hours after it happened.
""We received a call from the Putrajaya Hospital that my brother was in
the hospital in critical condition.
""We rushed there and were told that he had been in an accident and was
driven to the hospital by a hospital employee,"" she told the New Straits
Times.
The family was told that Cheah had blood clots in his brain and doctors
were unsure whether he would regain consciousness.
Since Putrajaya Hospital did not have a neurologist, the family decided
to transfer Cheah to a private hospital.
After lodging a report at the traffic police headquarters in Jalan Tun
H.S. Lee, they took their story to a vernacular newspaper, appealing for
witnesses to come forward.
See Wan said two people called, claiming to have witnessed the
accident.
""The first man said he was a passenger of the bus which knocked down my
brother.
""He said he heard a loud bang and saw a motorcyclist lying on the
road,"" she said.
""He also said another motorcyclist chased after the bus and tried to
get it to stop. The bus driver shouted at him and gestured rudely.""
However, the man who gave his name as ""Ah Wah"" refused to go to the
police with his story.
Cheah's brother Chee Fai said another man who called would only give
the registration number of the bus.
""Until now he has yet to tell us anything about the case and keeps
saying there is nothing the police can do,"" he said.
Cheah's wife Yvonne Yow wanted to know why the police had not gone to
the bus company to examine the vehicle.
The family appealed for witnesses to telephone them at 019-6783133,
016-3270027 or 016-2211321.
(END) Source : New Straits Times
",traffic
"Speeding on the highway with WiFi
KUALA LUMPUR: Motorists on Maju Expressway (MEX), which connects Kuala
Lumpur at Kg. Pandan to Putrajaya, now have another reason to stop at the
Seri Kembangan rest and service area: free wireless Internet service.
Motorists can now feast on satay while surfing the Internet. They can
also just stop there to check their emails before heading to a meeting
and have a teh tarik while doing so!
Maju Expressway Sdn Bhd (MESB) recently completed the installation of
wireless internet access points at its rest and service areas on MEX.
Riza Selahettin Khuddus, general manager of MESB, said the public are
getting more reliant on the Internet to stay connected with friends and
family, and most of all to work.
""MEX connects two major destinations to each other. Kuala Lumpur is the
commercial and financial hub of Malaysia and Putrajaya is the
government's administrative centre. Motorists who ply our routes are
people on-the-go doing business in these two areas. With the availability
of WiFi, they can keep up to speed with what's going on at work,"" said
Riza.
""The wireless Internet service is part of our programme to ensure that
Maju Expressway provides the best for its users.""
Maju Expressway Sdn Bhd has been entrusted and given the responsibility
by the government to design, construct, operate, maintain and manage the
26-km MEX.
(END) Source : New Straits Times
",traffic
"Speeding, overtaking should be checked
Source:New Straits Times
DUE to the increase in traffic we in Ipoh are facing jams nowadays, which
is something new to us.
The Ipoh road users are grateful to the police who control the traffic
in all major junctions during the rush hours. It may be sun or rain but
they are there, which has resulted in smooth and easy traffic flow. We
appreciate and thank them.
But speeding and overtaking has become a daily affair.
The authorities should take urgent and serious notice of this. Jalan
Golf Club should be widened, have a speed limit or turned into a one-way
street.
(END)  Source : New Straits Times
",traffic
"Reckless driving: Man claims trial to causing girl's death
Source:New Straits Times
KUALA LUMPUR, Wed. - A video shop sales assistant claimed trial in the
magistrate's court today to causing the death of a 19-year-old schoolgirl
due to reckless driving.
Chin Lek Choon, 28, from Taman Sri Sinar, accused of causing the death
of Cheong Sin Ying, was alleged to have committed the offence at Jalan
Indrahana 3, off Jalan Kuchai Lama about 6.15am on March 3.
He is charged under section 41(1) of the Road Transport Act.
Prosecuting officer chief inspector Mat Shah Jaafar later applied to
magistrate Shahrizal Shaari that bail be set at RM6,000 in one surety.
But defence counsel Rudeen Chua Kim Hong applied for a reduction, saying
his client earned only RM1,800 and had to take care of four siblings.
Shahrizal fixed hearing for July 21 and set bail at RM5,000 in one
surety.
Chin later posted bail.
(END)  Source : New Straits Times
",traffic
